id,organization_id,url,type,species,breeds_primary,breeds_secondary,breeds_mixed,breeds_unknown,colors_primary,colors_secondary,colors_tertiary,age,gender,size,coat,spayed_neutered,house_trained,declawed,special_needs,shots_current,environment_children,environment_dogs,environment_cats,tag1,tag2,tag3,tag4,tag5,name,description,photos_small,photos_medium,photos_large,photos_full,status,published_at,contact_email,contact_phone,contact_address1,contact_address2,contact_address_city,contact_address_state,contact_address_postcode,country,links
43777809,MI1047,https://www.petfinder.com/dog/cupid-43777809/mi/new-baltimore/paws-awes-and-claws-mi1047/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Black,Brindle,Gray / Blue / Silver,Baby,Male,Medium,Short,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,Loving,sweet,cuddly,playful,,Cupid,This is CUPID!\n\nCupid is part of a litter of 6 that came from MHS. They were surrendered to them...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777809/2/?bust=1548965750&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777809/2/?bust=1548965750&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777809/2/?bust=1548965750&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777809/2/?bust=1548965750,adopted,2019-01-15T16:45:51+0000,pawsawesclaws@gmail.com,(586) 292-7749,null,null,New Baltimore,MI,48047,US,/v2/animals/43777809
43777800,NV75,https://www.petfinder.com/dog/red-collar-girl-43777800/nv/henderson/southern-nevada-shetland-sheepdog-club-nv75/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Border Collie,null,TRUE,FALSE,null,null,null,Baby,Female,Medium,Medium,FALSE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Red collar girl,This pretty girl and her litter litter mates are looking for a home to call their own. \nThis pretty girl...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777800/1/?bust=1547570456&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777800/1/?bust=1547570456&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777800/1/?bust=1547570456&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777800/1/?bust=1547570456,adopted,2019-01-15T16:45:28+0000,SSCSNRescue@gmail.com,(702) 564-6963,null,null,Henderson,NV,89011,US,/v2/animals/43777800
43777774,IL111,https://www.petfinder.com/dog/luna-43777774/il/yorkville/kendall-county-animal-control-il111/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,null,FALSE,FALSE,Black,null,null,Adult,Female,Large,Short,TRUE,FALSE,null,FALSE,FALSE,null,TRUE,null,,,,,,Luna,Luna\n\nApproximately 3 years old this pretty girl came in as a stray.  She loves to be by your side....,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777774/1/?bust=1547570357&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777774/1/?bust=1547570357&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777774/1/?bust=1547570357&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777774/1/?bust=1547570357,adopted,2019-01-15T16:44:58+0000,animals@co.kendall.il.us,(630) 553-9256,802 W John Street,null,Yorkville,IL,60560,US,/v2/animals/43777774
43777791,MI1047,https://www.petfinder.com/dog/aphrodite-43777791/mi/new-baltimore/paws-awes-and-claws-mi1047/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Black,Brindle,Gray / Blue / Silver,Baby,Female,Medium,Short,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,Loving,playful,cuddly,sweet,,Aphrodite,This is APHRODITE! \n\nAphrodite is part of a litter of 6 that came from MHS. They were surrendered to them...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777791/2/?bust=1548965806&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777791/2/?bust=1548965806&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777791/2/?bust=1548965806&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777791/2/?bust=1548965806,adopted,2019-01-15T16:43:04+0000,pawsawesclaws@gmail.com,(586) 292-7749,null,null,New Baltimore,MI,48047,US,/v2/animals/43777791
43777788,IL59,https://www.petfinder.com/dog/princess-43777788/il/collinsville/warren-billhartz-collinsville-animal-shelter-il59/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Shih Tzu,Terrier,TRUE,FALSE,Bicolor,null,null,Adult,Female,Small,Long,TRUE,FALSE,null,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,Princess,"Princess is a 5yr old spayed female terrier mix. She is friendly, active and playful. She gets along great with...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777788/1/?bust=1547570278&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777788/1/?bust=1547570278&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777788/1/?bust=1547570278&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777788/1/?bust=1547570278,adopted,2019-01-15T16:42:20+0000,null,618-346-5213  ,119 United Drive,null,Collinsville,IL,62234,US,/v2/animals/43777788
43777690,OR85,https://www.petfinder.com/dog/lou-43777690/or/philomath/senior-dog-rescue-of-oregon-or85/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,null,FALSE,FALSE,Red / Chestnut / Orange,White / Cream,null,Senior,Male,Small,Long,FALSE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Lou,"Hi! I""m Lou - a pint-sized (5 pound), long-haired chihuahua. I'm twelve years old and have been living with the...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777690/1/?bust=1547569206&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777690/1/?bust=1547569206&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777690/1/?bust=1547569206&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777690/1/?bust=1547569206,adopted,2019-01-15T16:39:43+0000,SDROregon@gmail.com,(541) 224-2488,null,null,Philomath,OR,97370,US,/v2/animals/43777690
43777772,MI1047,https://www.petfinder.com/dog/valentine-43777772/mi/new-baltimore/paws-awes-and-claws-mi1047/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Black,Brindle,Gray / Blue / Silver,Baby,Male,Medium,Short,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Valentine,This is VALENTINE!\n\nValentine is part of a litter of 6 that came from MHS. They were surrendered to them...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777772/3/?bust=1548965884&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777772/3/?bust=1548965884&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777772/3/?bust=1548965884&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777772/3/?bust=1548965884,adopted,2019-01-15T16:37:12+0000,pawsawesclaws@gmail.com,(586) 292-7749,null,null,New Baltimore,MI,48047,US,/v2/animals/43777772
43777775,MI953,https://www.petfinder.com/dog/clyde-43777775/mi/flushing/kreacher-konnections-mi953/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Mixed Breed,null,FALSE,FALSE,"Tricolor (Brown, Black, & White)",null,null,Young,Male,Large,Short,TRUE,TRUE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Clyde,Clyde is a big sweet dufus. He was rescued from a high kill shelter in Kentucky. He likes attention and...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777775/1/?bust=1547570089&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777775/1/?bust=1547570089&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777775/1/?bust=1547570089&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777775/1/?bust=1547570089,adopted,2019-01-15T16:37:08+0000,kreacherkonnections@gmail.com,(810)867-4380  ,null,null,Flushing,MI,48433,US,/v2/animals/43777775
43777770,IL59,https://www.petfinder.com/dog/polo-43777770/il/collinsville/warren-billhartz-collinsville-animal-shelter-il59/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Shih Tzu,Terrier,TRUE,FALSE,Bicolor,null,null,Adult,Male,Small,Long,TRUE,FALSE,null,FALSE,TRUE,TRUE,FALSE,TRUE,,,,,,Polo,"Polo is a 5yr old neutered male terrier mix. He is active, friendly, and playful. He gets along great with...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777770/1/?bust=1547570043&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777770/1/?bust=1547570043&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777770/1/?bust=1547570043&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777770/1/?bust=1547570043,adopted,2019-01-15T16:36:51+0000,null,618-346-5213  ,119 United Drive,null,Collinsville,IL,62234,US,/v2/animals/43777770
43777768,WV188,https://www.petfinder.com/dog/amarise-43777768/wv/huntington/river-cities-bully-buddies-wv188/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Boxer,null,TRUE,FALSE,Brindle,White / Cream,null,Baby,Female,Medium,Short,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,Amarise,"This girl is a doll baby! Not only is she gorgeous,she has a wonderful personality to match. Mild mannered for...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777768/1/?bust=1547570017&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777768/1/?bust=1547570017&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777768/1/?bust=1547570017&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777768/1/?bust=1547570017,adopted,2019-01-15T16:36:24+0000,rcbbrescue@gmail.com,null,null,null,Huntington,WV,25705,US,/v2/animals/43777768
43777748,LA396,https://www.petfinder.com/dog/brees-43777748/la/port-allen/west-baton-rouge-animal-shelter-and-animal-control-la396/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Catahoula Leopard Dog,null,TRUE,FALSE,Merle (Red),"Tricolor (Brown, Black, & White)",null,Adult,Male,Large,Short,TRUE,TRUE,null,FALSE,FALSE,null,null,null,,,,,,Brees,"Meet Brees! Just like his namesake he’s handsome, athletic, smart and has a heart of gold! Brees is a Catahoula/Hound...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777748/2/?bust=1547569597&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777748/2/?bust=1547569597&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777748/2/?bust=1547569597&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777748/2/?bust=1547569597,adopted,2019-01-15T16:34:34+0000,animalcontrol@wbrcouncil.org,(225) 336-2428,null,null,Port Allen,LA,70767,US,/v2/animals/43777748
43777769,AZ537,https://www.petfinder.com/dog/maddox-43777769/az/chandler/one-dog-arizona-az537/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,American Staffordshire Terrier,TRUE,FALSE,White / Cream,Yellow / Tan / Blond / Fawn,null,Baby,Male,Medium,Short,FALSE,FALSE,null,FALSE,FALSE,TRUE,TRUE,null,,,,,,Maddox,"Maddox is an adorable, 3-4 month old puppy that weighs about 15 pounds and will be a medium to large...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777769/4/?bust=1547570030&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777769/4/?bust=1547570030&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777769/4/?bust=1547570030&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777769/4/?bust=1547570030,adopted,2019-01-15T16:34:16+0000,onedogrescued@gmail.com,480-430-7076,2915 W Ray Rd,null,Chandler,AZ,85224,US,/v2/animals/43777769
43777764,MI1047,https://www.petfinder.com/dog/casanova-43777764/mi/new-baltimore/paws-awes-and-claws-mi1047/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Brindle,Brown / Chocolate,Golden,Baby,Male,Medium,Short,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,Loving,playful,sweet,cuddly,,Casanova,This is CASANOVA!\n\nCasanova is part of a litter of 6 that came from MHS. They were surrendered to them...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777764/4/?bust=1548728652&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777764/4/?bust=1548728652&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777764/4/?bust=1548728652&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777764/4/?bust=1548728652,adopted,2019-01-15T16:32:54+0000,pawsawesclaws@gmail.com,(586) 292-7749,null,null,New Baltimore,MI,48047,US,/v2/animals/43777764
43777756,TX87,https://www.petfinder.com/dog/opie-43777756/tx/wichita-falls/humane-society-of-wichita-county-tx87/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Great Pyrenees,null,FALSE,FALSE,White / Cream,null,null,Young,Male,Extra Large,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Opie,null,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777756/1/?bust=1547569800&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777756/1/?bust=1547569800&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777756/1/?bust=1547569800&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777756/1/?bust=1547569800,adopted,2019-01-15T16:31:26+0000,frontdesk@humanesocietyofwichitacounty.org,940-855-4941 ,4360 Old Iowa Park Road,null,Wichita Falls,TX,76305,US,/v2/animals/43777756
43777759,CA2618,https://www.petfinder.com/dog/sugar-43777759/ca/san-jose/angels-furry-friends-ca2618/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,null,TRUE,FALSE,White / Cream,null,null,Young,Male,Medium,Short,FALSE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Sugar,"Meet Sugar. Active, curious, affectionate. Likes being outside and working walking on a leash. Likes children and other dogs. He...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777759/1/?bust=1547569790&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777759/1/?bust=1547569790&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777759/1/?bust=1547569790&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777759/1/?bust=1547569790,adopted,2019-01-15T16:30:37+0000,info@angelsfurryfriends.org,(669) 221-1529,null,null,San Jose,CA,95118,US,/v2/animals/43777759
43777726,IL496,https://www.petfinder.com/dog/vanderpump-43777726/il/chicago/one-tail-at-a-time-il496/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,Mixed Breed,TRUE,FALSE,Bicolor,null,null,Baby,Female,Small,Short,TRUE,FALSE,null,FALSE,TRUE,null,null,null,,,,,,Vanderpump,"Vanderpump will be at our Adoption Center as of Wednesday, January 16th. Submit an application from our website and then...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777726/4/?bust=1547577610&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777726/4/?bust=1547577610&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777726/4/?bust=1547577610&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777726/4/?bust=1547577610,adopted,2019-01-15T16:29:38+0000,jenniferotat@gmail.com,7085550000,2144 North Wood Street,null,Chicago,IL,60625,US,/v2/animals/43777726
43777727,IL111,https://www.petfinder.com/dog/bixby-43777727/il/yorkville/kendall-county-animal-control-il111/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Bull Terrier,null,TRUE,FALSE,Brindle,null,null,Adult,Male,Large,Short,TRUE,FALSE,null,FALSE,FALSE,FALSE,TRUE,null,,,,,,Bixby,"Bixby\n\nBixby was a stray and sadly no one came for him.  He is young and super friendly, so much...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777727/1/?bust=1547569400&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777727/1/?bust=1547569400&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777727/1/?bust=1547569400&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777727/1/?bust=1547569400,adopted,2019-01-15T16:29:34+0000,lpawson@co.kendall.il.us,630-553-9256,802 W John Street,null,Yorkville,IL,60560,US,/v2/animals/43777727
43777753,MI1047,https://www.petfinder.com/dog/romeo-43777753/mi/new-baltimore/paws-awes-and-claws-mi1047/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Gray / Blue / Silver,White / Cream,null,Baby,Male,Medium,Short,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,Loving,playful,sweet,cuddly,,Romeo,This is ROMEO! \n\nRomeo is part of a litter of 6 that came from MHS. They were surrendered to them...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777753/1/?bust=1547569676&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777753/1/?bust=1547569676&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777753/1/?bust=1547569676&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777753/1/?bust=1547569676,adopted,2019-01-15T16:29:32+0000,pawsawesclaws@gmail.com,(586) 292-7749,null,null,New Baltimore,MI,48047,US,/v2/animals/43777753
43777752,CA2618,https://www.petfinder.com/dog/ruby-43777752/ca/san-jose/angels-furry-friends-ca2618/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Mixed Breed,null,TRUE,FALSE,Bicolor,null,null,Baby,Female,Medium,Short,FALSE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Ruby,"Meet Ruby.\nVery active and playful, likes to run and jump. Learning commands. She was found with her sibling, they...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777752/1/?bust=1547569649&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777752/1/?bust=1547569649&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777752/1/?bust=1547569649&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777752/1/?bust=1547569649,adopted,2019-01-15T16:28:16+0000,info@angelsfurryfriends.org,(669) 221-1529,null,null,San Jose,CA,95118,US,/v2/animals/43777752
43777743,MN160,https://www.petfinder.com/dog/fin-43777743/mn/wadena/wadena-county-humane-society-mn160/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Labrador Retriever,Hound,TRUE,FALSE,White / Cream,Yellow / Tan / Blond / Fawn,null,Adult,Male,Large,Short,TRUE,TRUE,null,FALSE,TRUE,null,null,null,,,,,,Fin,"My adoption fee is $214.75\n\nOur adoption fees include the cost of spay/neuter surgeries, core vaccinations, deworming, and microchipping. \n\nIf...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777743/2/?bust=1547569632&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777743/2/?bust=1547569632&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777743/2/?bust=1547569632&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777743/2/?bust=1547569632,adopted,2019-01-15T16:28:08+0000,wadenacountyhumanesociety@gmail.com,(218) 632-5938,310 NW Ash Avenue,( Highway 10 West   ),Wadena,MN,56482,US,/v2/animals/43777743
43777739,CA2618,https://www.petfinder.com/dog/benny-43777739/ca/san-jose/angels-furry-friends-ca2618/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Mixed Breed,null,TRUE,FALSE,Black,null,null,Baby,Male,Medium,Short,FALSE,TRUE,null,FALSE,TRUE,TRUE,TRUE,null,,,,,,Benny,Meet  Benny. Can be quiet and a good listener. Likes to play with kids and other dogs. Likes his wake...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777739/1/?bust=1547569551&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777739/1/?bust=1547569551&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777739/1/?bust=1547569551&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777739/1/?bust=1547569551,adopted,2019-01-15T16:26:11+0000,info@angelsfurryfriends.org,(669) 221-1529,null,null,San Jose,CA,95118,US,/v2/animals/43777739
43777717,MI1047,https://www.petfinder.com/dog/juliet-43777717/mi/new-baltimore/paws-awes-and-claws-mi1047/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Black,White / Cream,null,Baby,Female,Medium,Short,FALSE,FALSE,null,FALSE,TRUE,TRUE,TRUE,TRUE,Loving,playful,sweet,cuddly,,Juliet,This is JULIET! \n\nJuliet is part of a litter of 6 that came from MHS. They were surrendered to them...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777717/1/?bust=1547569259&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777717/1/?bust=1547569259&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777717/1/?bust=1547569259&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777717/1/?bust=1547569259,adopted,2019-01-15T16:25:46+0000,pawsawesclaws@gmail.com,(586) 292-7749,null,null,New Baltimore,MI,48047,US,/v2/animals/43777717
43769937,NC991,https://www.petfinder.com/dog/maya-43769937/nc/lexington/davidson-county-animal-shelter-nc991/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Terrier,null,TRUE,FALSE,Brown / Chocolate,White / Cream,null,Baby,Female,Large,Short,TRUE,FALSE,null,FALSE,TRUE,null,TRUE,null,,,,,,Maya,"""Maya""\n\nFemale\n7 months old\nTerrier Mix\n40 pounds\nAdoption fee of $75 includes spay/neuter, age appropriate vaccines, and microchip....",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43769937/1/?bust=1547569136&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43769937/1/?bust=1547569136&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43769937/1/?bust=1547569136&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43769937/1/?bust=1547569136,adopted,2019-01-15T16:24:27+0000,davidsonanimalshelter@gmail.com,336-357-0805,490 Glendale Rd,null,Lexington,NC,27292,US,/v2/animals/43769937
43777729,AR238,https://www.petfinder.com/dog/bella-43777729/ar/malvern/stop-animal-cruelty-in-hot-spring-county-ar238/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,TRUE,FALSE,Brindle,White / Cream,null,Young,Female,Medium,Short,TRUE,TRUE,null,FALSE,TRUE,null,FALSE,null,,,,,,BELLA,BELLA - READY FOR HER FOREVER HOME AND FAMILY\n\nSweet Bella is hoping and praying for her forever home and...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777729/1/?bust=1547569284&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777729/1/?bust=1547569284&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777729/1/?bust=1547569284&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777729/1/?bust=1547569284,adoptable,2019-01-15T16:22:10+0000,mataft@netscape.com,(501) 276-2385,P.O. Box  1521,null,Malvern,AR,72104,US,/v2/animals/43777729
43777678,MI922,https://www.petfinder.com/dog/mildred-43777678/mi/laingsburg/new-hope-pet-rescue-mi922/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Jack Russell Terrier,Corgi,TRUE,FALSE,Apricot / Beige,null,null,Adult,Female,Medium,Short,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,null,,,,,,Mildred,Sweet Millie is a JRT mix approximately 4 yrs of age. She has striking ice blue eyes and an ideal...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777678/4/?bust=1547569107&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777678/4/?bust=1547569107&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777678/4/?bust=1547569107&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777678/4/?bust=1547569107,adopted,2019-01-15T16:21:31+0000,nhpr@newhopepetrescue.com,(765) 343-9963,PO Box 281,null,Laingsburg,MI,48848,US,/v2/animals/43777678
43777715,CA1087,https://www.petfinder.com/dog/timmy-43777715/ca/los-angeles/dogs-without-borders-ca1087/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Chihuahua,null,TRUE,FALSE,Black,Yellow / Tan / Blond / Fawn,null,Young,Male,Small,null,TRUE,FALSE,null,FALSE,TRUE,FALSE,TRUE,null,,,,,,Timmy,Breed:  Chihuahua mix\nAge:  2 yrs.\nWeight:  14 lbs.\nGood with dogs:  yes but some aggression on leash\nGood with...,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777715/5/?bust=1549925737&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777715/5/?bust=1549925737&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777715/5/?bust=1549925737&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777715/5/?bust=1549925737,adopted,2019-01-15T16:19:26+0000,adopt@dogswithoutborders.org,null,330 South La Cienega,null,Los Angeles,CA,90048,US,/v2/animals/43777715
43777718,VA525,https://www.petfinder.com/dog/belle-43777718/va/king-william/regional-animal-shelter-va525/?referrer_id=ebce6392-7b48-4be5-a7b7-3babd1647d97,Dog,Dog,Pit Bull Terrier,null,FALSE,FALSE,Gray / Blue / Silver,White / Cream,null,Adult,Female,Medium,Short,TRUE,FALSE,null,FALSE,FALSE,null,null,null,,,,,,Belle,"Hi, I'm ""Belle""! I'm a pretty SPAYED female Pit Bull that's about 1 year old and weighs about 35lbs. I...",https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777718/1/?bust=1547569137&width=100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777718/1/?bust=1547569137&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777718/1/?bust=1547569137&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43777718/1/?bust=1547569137,adopted,2019-01-15T16:19:15+0000,animalshelter@kingwilliamcounty.us,(804) 769-4983,20201 King William Road,P.O. Box 215,King William,VA,23086,US,/v2/animals/43777718
